lsa,operator,technology,month,year,speed_mbps
West Bengal,JIO,4G,3,2025,30.2001953125
Haryana,AIRTEL,4G,3,2025,35.357421875
Gujarat,AIRTEL,4G,3,2025,1.603515625
Maharashtra,AIRTEL,4G,3,2025,46.578125
Maharashtra,JIO,4G,3,2025,0.4111328125
West Bengal,JIO,4G,3,2025,77.40625
West Bengal,JIO,4G,3,2025,79.416015625
Bihar,JIO,4G,3,2025,4.4970703125
Maharashtra,Vi India,4G,3,2025,2.435546875
Haryana,AIRTEL,4G,3,2025,10.14453125
Rajasthan,JIO,4G,3,2025,19.1484375
Bihar,CELLONE,4G,3,2025,4.4521484375
Tamil Nadu,JIO,4G,3,2025,0.9814453125
Bihar,JIO,4G,3,2025,77.7978515625
Haryana,JIO,4G,3,2025,49.1181640625
Madhya Pradesh,Vi India,4G,3,2025,4.693359375
Bihar,JIO,4G,3,2025,81.0576171875
Haryana,JIO,4G,3,2025,9.1533203125
Haryana,JIO,4G,3,2025,19.4599609375
Maharashtra,Vi India,4G,3,2025,2.021484375
Bihar,JIO,4G,3,2025,79.5673828125
West Bengal,JIO,4G,3,2025,6.8193359375
West Bengal,JIO,4G,3,2025,8.6923828125
UP East,AIRTEL,4G,3,2025,18.33984375
Haryana,JIO,4G,3,2025,0.1953125
UP East,CELLONE,4G,3,2025,2.3828125
Karnataka,JIO,4G,3,2025,1.40234375
Haryana,AIRTEL,4G,3,2025,2.951171875
Haryana,JIO,4G,3,2025,14.1103515625
Haryana,JIO,4G,3,2025,8.900390625
Kolkata,Vi India,4G,3,2025,16.525390625
UP East,Vi India,4G,3,2025,14.8447265625
Mumbai,AIRTEL,4G,3,2025,5.2265625
Assam,JIO,4G,3,2025,4.09375
Andhra Pradesh,JIO,4G,3,2025,3.2587890625
Andhra Pradesh,CELLONE,3G,3,2025,1.4736328125
West Bengal,JIO,4G,3,2025,80.505859375
Haryana,JIO,4G,3,2025,81.236328125
Haryana,JIO,4G,3,2025,81.552734375
Andhra Pradesh,CELLONE,4G,3,2025,0.47265625
Haryana,JIO,4G,3,2025,4.43359375
West Bengal,JIO,4G,3,2025,46.5029296875
Bihar,JIO,4G,3,2025,6.931640625
Karnataka,JIO,4G,3,2025,44.4873046875
Andhra Pradesh,JIO,4G,3,2025,4.416015625
Tamil Nadu,CELLONE,4G,3,2025,1.3076171875
Bihar,JIO,4G,3,2025,74.7998046875
Bihar,JIO,4G,3,2025,78.08984375
Karnataka,CELLONE,4G,3,2025,11.3984375
Haryana,JIO,4G,3,2025,8.9248046875
Kerala,JIO,4G,3,2025,2.5419921875
West Bengal,JIO,4G,3,2025,80.6630859375
Tamil Nadu,CELLONE,4G,3,2025,1.9287109375
West Bengal,JIO,4G,3,2025,81.2822265625
West Bengal,JIO,4G,3,2025,8.986328125
West Bengal,JIO,4G,3,2025,80.861328125
Mumbai,AIRTEL,4G,3,2025,7.5498046875
West Bengal,JIO,4G,3,2025,80.8623046875
UP East,JIO,4G,3,2025,3.4560546875
Karnataka,AIRTEL,4G,3,2025,4.63671875
Haryana,JIO,4G,3,2025,0.7275390625
Bihar,JIO,4G,3,2025,3.72265625
Maharashtra,Vi India,4G,3,2025,5.0517578125
Haryana,JIO,4G,3,2025,8.9697265625
Assam,CELLONE,4G,3,2025,3.0380859375
Karnataka,JIO,4G,3,2025,15.875
Haryana,JIO,4G,3,2025,81.1669921875
UP East,AIRTEL,4G,3,2025,1.0654296875
Madhya Pradesh,Vi India,4G,3,2025,6.7080078125
Tamil Nadu,JIO,4G,3,2025,0.677734375
Karnataka,JIO,4G,3,2025,57.0048828125
Haryana,JIO,4G,3,2025,63.158203125
West Bengal,JIO,4G,3,2025,6.67578125
Karnataka,JIO,4G,3,2025,81.7119140625
Karnataka,JIO,4G,3,2025,4.822265625
Karnataka,JIO,4G,3,2025,46.41796875
West Bengal,JIO,4G,3,2025,79.853515625
West Bengal,JIO,4G,3,2025,4.7666015625
Haryana,AIRTEL,4G,3,2025,14.611328125
Haryana,JIO,4G,3,2025,3.3583984375
Haryana,JIO,4G,3,2025,60.4384765625
Haryana,JIO,4G,3,2025,48.2919921875
Delhi,JIO,4G,3,2025,7.6953125
Andhra Pradesh,CELLONE,4G,3,2025,1.9462890625
Rajasthan,CELLONE,4G,3,2025,14.8583984375
West Bengal,JIO,4G,3,2025,8.640625
Karnataka,CELLONE,4G,3,2025,7.0361328125
Haryana,JIO,4G,3,2025,4.5556640625
Maharashtra,AIRTEL,4G,3,2025,25.771484375
Gujarat,CELLONE,4G,3,2025,13.2099609375
Haryana,JIO,4G,3,2025,44.5634765625
Haryana,JIO,4G,3,2025,8.955078125
UP West,CELLONE,4G,3,2025,18.380859375
Rajasthan,CELLONE,4G,3,2025,3.173828125
Kolkata,AIRTEL,4G,3,2025,0.1943359375
West Bengal,JIO,4G,3,2025,80.603515625
West Bengal,JIO,4G,3,2025,81.3662109375
West Bengal,JIO,4G,3,2025,79.9912109375
Haryana,JIO,4G,3,2025,0.0712890625
Haryana,JIO,4G,3,2025,80.0654296875
Haryana,JIO,4G,3,2025,56.5927734375
Orissa,CELLONE,3G,3,2025,1.140625
Karnataka,JIO,4G,3,2025,3.32421875
Haryana,JIO,4G,3,2025,8.7841796875
West Bengal,JIO,4G,3,2025,4.625
Karnataka,JIO,4G,3,2025,4.5244140625
UP West,CELLONE,4G,3,2025,6.5791015625
Haryana,JIO,4G,3,2025,5.462890625
Karnataka,CELLONE,3G,3,2025,0.419921875
Madhya Pradesh,CELLONE,3G,3,2025,3.892578125
Andhra Pradesh,JIO,4G,3,2025,3.4677734375
Bihar,JIO,4G,3,2025,81.259765625
Gujarat,AIRTEL,4G,3,2025,8.4189453125
Haryana,JIO,4G,3,2025,6.1796875
Karnataka,JIO,4G,3,2025,3.3271484375
Gujarat,Vi India,4G,3,2025,3.220703125
Haryana,JIO,4G,3,2025,7.1455078125
Haryana,AIRTEL,4G,3,2025,2.6337890625
Bihar,JIO,4G,3,2025,80.0400390625
Mumbai,AIRTEL,4G,3,2025,18.8115234375
Gujarat,JIO,4G,3,2025,2.4306640625
Haryana,JIO,4G,3,2025,4.9091796875
Haryana,JIO,4G,3,2025,16.5439453125
Haryana,JIO,4G,3,2025,80.2939453125
West Bengal,JIO,4G,3,2025,8.4794921875
Haryana,JIO,4G,3,2025,4.79296875
Bihar,JIO,4G,3,2025,1.763671875
Haryana,AIRTEL,4G,3,2025,2.009765625
Kerala,Vi India,4G,3,2025,4.0263671875
Rajasthan,JIO,4G,3,2025,2.0791015625
Haryana,AIRTEL,4G,3,2025,32.8994140625
UP East,JIO,4G,3,2025,14.4638671875
Karnataka,JIO,4G,3,2025,80.5595703125
Rajasthan,JIO,4G,3,2025,8.876953125
West Bengal,JIO,4G,3,2025,4.826171875
Orissa,JIO,4G,3,2025,20.083984375
Karnataka,JIO,4G,3,2025,8.9501953125
Karnataka,JIO,4G,3,2025,80.314453125
Rajasthan,JIO,4G,3,2025,80.9697265625
UP East,AIRTEL,4G,3,2025,13.07421875
Haryana,JIO,4G,3,2025,22.46875
Orissa,AIRTEL,4G,3,2025,44.091796875
UP East,JIO,4G,3,2025,7.359375
Karnataka,JIO,4G,3,2025,51.1962890625
West Bengal,JIO,4G,3,2025,47.4140625
West Bengal,JIO,4G,3,2025,60.6796875
Haryana,AIRTEL,4G,3,2025,40.775390625
Bihar,JIO,4G,3,2025,53.181640625
Haryana,JIO,4G,3,2025,61.1474609375
West Bengal,JIO,4G,3,2025,8.9501953125
Bihar,CELLONE,3G,3,2025,0.76953125
UP West,CELLONE,4G,3,2025,10.625
Madhya Pradesh,AIRTEL,4G,3,2025,2.607421875
West Bengal,AIRTEL,4G,3,2025,27.0087890625
Tamil Nadu,AIRTEL,4G,3,2025,10.361328125
Orissa,AIRTEL,4G,3,2025,22.7080078125
Kerala,JIO,4G,3,2025,21.8681640625
Rajasthan,JIO,4G,3,2025,23.265625
Haryana,JIO,4G,3,2025,53.8896484375
Haryana,JIO,4G,3,2025,79.4189453125
Haryana,JIO,4G,3,2025,4.6279296875
Kolkata,Vi India,4G,3,2025,4.4775390625
Karnataka,JIO,4G,3,2025,53.337890625
West Bengal,JIO,4G,3,2025,5.8056640625
Karnataka,JIO,4G,3,2025,8.91796875
Karnataka,JIO,4G,3,2025,80.2587890625
Karnataka,JIO,4G,3,2025,80.5478515625
Haryana,CELLONE,3G,3,2025,2.4716796875
UP West,JIO,4G,3,2025,3.166015625
Rajasthan,JIO,4G,3,2025,0.04296875
Himachal Pradesh,CELLONE,4G,3,2025,11.509765625
Haryana,AIRTEL,4G,3,2025,0.390625
Haryana,JIO,4G,3,2025,8.9541015625
Haryana,JIO,4G,3,2025,3.1669921875
Madhya Pradesh,JIO,4G,3,2025,3.9345703125
Bihar,JIO,4G,3,2025,3.361328125
Bihar,CELLONE,4G,3,2025,2.5791015625
Haryana,JIO,4G,3,2025,4.892578125
West Bengal,JIO,4G,3,2025,13.9013671875
Madhya Pradesh,AIRTEL,4G,3,2025,5.1904296875
Rajasthan,JIO,4G,3,2025,25.880859375
Rajasthan,JIO,4G,3,2025,3.6708984375
Andhra Pradesh,CELLONE,4G,3,2025,11.2744140625
Maharashtra,JIO,4G,3,2025,0.1552734375
Tamil Nadu,Vi India,4G,3,2025,14.4384765625
West Bengal,JIO,4G,3,2025,0.203125
Kolkata,JIO,4G,3,2025,36.591796875
Haryana,JIO,4G,3,2025,14.1552734375
Rajasthan,JIO,4G,3,2025,80.873046875
UP West,JIO,4G,3,2025,10.28515625
Andhra Pradesh,AIRTEL,4G,3,2025,43.3359375
Haryana,AIRTEL,4G,3,2025,0.53515625
Haryana,JIO,4G,3,2025,79.556640625
West Bengal,JIO,4G,3,2025,81.205078125
West Bengal,JIO,4G,3,2025,46.1337890625
Delhi,AIRTEL,4G,3,2025,53.5537109375
Haryana,JIO,4G,3,2025,2.611328125
Karnataka,JIO,4G,3,2025,79.9755859375
Bihar,JIO,4G,3,2025,4.552734375
West Bengal,JIO,4G,3,2025,4.541015625
Bihar,AIRTEL,4G,3,2025,2.7666015625
Haryana,JIO,4G,3,2025,8.6396484375
Bihar,JIO,4G,3,2025,81.0224609375
Kerala,CELLONE,4G,3,2025,12.7978515625
UP East,CELLONE,3G,3,2025,1.9521484375
Haryana,JIO,4G,3,2025,79.013671875
Haryana,JIO,4G,3,2025,3.7041015625
Bihar,JIO,4G,3,2025,8.880859375
Bihar,JIO,4G,3,2025,79.52734375
Haryana,JIO,4G,3,2025,3.3759765625
West Bengal,JIO,4G,3,2025,60.5947265625
Andhra Pradesh,JIO,4G,3,2025,4.548828125
Delhi,Vi India,4G,3,2025,5.5791015625
UP East,JIO,4G,3,2025,18.1484375
Haryana,JIO,4G,3,2025,17.556640625
West Bengal,JIO,4G,3,2025,80.9638671875
Andhra Pradesh,JIO,4G,3,2025,5.4521484375
North East,AIRTEL,4G,3,2025,0.798828125
Haryana,AIRTEL,4G,3,2025,1.5517578125
Haryana,JIO,4G,3,2025,1.0244140625
Kolkata,JIO,4G,3,2025,2.744140625
UP East,Vi India,4G,3,2025,0.7216796875
Orissa,AIRTEL,4G,3,2025,6.2080078125
UP West,CELLONE,4G,3,2025,9.990234375
Maharashtra,Vi India,4G,3,2025,0.2919921875
West Bengal,JIO,4G,3,2025,26.197265625
Karnataka,JIO,4G,3,2025,8.9755859375
Karnataka,JIO,4G,3,2025,80.8408203125
Karnataka,JIO,4G,3,2025,42.388671875
West Bengal,JIO,4G,3,2025,8.9296875
Haryana,JIO,4G,3,2025,80.7607421875
Karnataka,JIO,4G,3,2025,80.15234375
West Bengal,JIO,4G,3,2025,4.712890625
West Bengal,JIO,4G,3,2025,4.1435546875
West Bengal,JIO,4G,3,2025,4.783203125
Bihar,JIO,4G,3,2025,8.865234375
Haryana,AIRTEL,4G,3,2025,0.513671875
Haryana,AIRTEL,4G,3,2025,19.3193359375
Haryana,AIRTEL,4G,3,2025,5.888671875
Bihar,AIRTEL,4G,3,2025,4.126953125
Haryana,AIRTEL,4G,3,2025,1.859375
West Bengal,JIO,4G,3,2025,53.8056640625
Kerala,JIO,4G,3,2025,0.09375
Bihar,JIO,4G,3,2025,80.1357421875
UP East,CELLONE,4G,3,2025,6.47265625
West Bengal,JIO,4G,3,2025,43.4140625
Karnataka,AIRTEL,4G,3,2025,11.5029296875
Madhya Pradesh,AIRTEL,4G,3,2025,39.259765625
Orissa,CELLONE,4G,3,2025,14.087890625
Haryana,JIO,4G,3,2025,49.2021484375
Orissa,CELLONE,4G,3,2025,4.484375
West Bengal,JIO,4G,3,2025,81.0
Bihar,AIRTEL,4G,3,2025,0.041015625
Haryana,JIO,4G,3,2025,31.857421875
Maharashtra,AIRTEL,4G,3,2025,5.3271484375
Maharashtra,Vi India,4G,3,2025,19.9111328125
Haryana,JIO,4G,3,2025,4.921875
Punjab,Vi India,4G,3,2025,5.9560546875
Haryana,JIO,4G,3,2025,2.5927734375
Haryana,AIRTEL,4G,3,2025,39.291015625
Maharashtra,JIO,4G,3,2025,12.5361328125
Maharashtra,JIO,4G,3,2025,0.541015625
Haryana,JIO,4G,3,2025,81.41015625
Rajasthan,Vi India,4G,3,2025,15.9130859375
Bihar,JIO,4G,3,2025,81.8349609375
Haryana,JIO,4G,3,2025,81.0732421875
Maharashtra,JIO,4G,3,2025,0.630859375
Haryana,JIO,4G,3,2025,12.685546875
Haryana,AIRTEL,4G,3,2025,3.8193359375
Haryana,JIO,4G,3,2025,8.8876953125
Bihar,JIO,4G,3,2025,8.9560546875
Haryana,JIO,4G,3,2025,27.171875
Bihar,JIO,4G,3,2025,8.9453125
UP East,Vi India,4G,3,2025,1.9970703125
Haryana,JIO,4G,3,2025,6.5615234375
Bihar,JIO,4G,3,2025,81.0947265625
Maharashtra,JIO,4G,3,2025,10.3251953125
Bihar,JIO,4G,3,2025,80.494140625
Himachal Pradesh,CELLONE,4G,3,2025,21.37109375
Kerala,Vi India,4G,3,2025,7.029296875
Karnataka,JIO,4G,3,2025,0.58203125
Tamil Nadu,Vi India,4G,3,2025,3.212890625
UP East,CELLONE,4G,3,2025,1.3818359375
Tamil Nadu,JIO,4G,3,2025,12.8154296875
Bihar,CELLONE,4G,3,2025,9.9169921875
Maharashtra,CELLONE,4G,3,2025,0.3359375
Haryana,JIO,4G,3,2025,16.15625
Rajasthan,JIO,4G,3,2025,19.15625
Haryana,AIRTEL,4G,3,2025,18.177734375
Haryana,JIO,4G,3,2025,0.7705078125
Haryana,JIO,4G,3,2025,81.5771484375
Madhya Pradesh,AIRTEL,4G,3,2025,6.9462890625
Bihar,JIO,4G,3,2025,81.7314453125
UP East,CELLONE,3G,3,2025,4.1201171875
Kerala,AIRTEL,4G,3,2025,9.21484375
Haryana,JIO,4G,3,2025,11.0087890625
Haryana,JIO,4G,3,2025,4.6142578125
Bihar,JIO,4G,3,2025,8.88671875
Rajasthan,CELLONE,4G,3,2025,14.9638671875
Haryana,AIRTEL,4G,3,2025,14.544921875
Bihar,JIO,4G,3,2025,80.9169921875
West Bengal,Vi India,4G,3,2025,2.9912109375
Andhra Pradesh,AIRTEL,4G,3,2025,1.6845703125
Haryana,JIO,4G,3,2025,23.3046875
Bihar,JIO,4G,3,2025,78.900390625
Madhya Pradesh,JIO,4G,3,2025,0.212890625
West Bengal,JIO,4G,3,2025,0.8505859375
Haryana,AIRTEL,4G,3,2025,1.2763671875
Kolkata,Vi India,4G,3,2025,1.3291015625
Orissa,AIRTEL,4G,3,2025,3.4375
Jammu & Kashmir,AIRTEL,4G,3,2025,18.78125
Punjab,AIRTEL,4G,3,2025,12.017578125
Haryana,AIRTEL,4G,3,2025,0.869140625
UP East,CELLONE,4G,3,2025,9.94921875
Madhya Pradesh,Vi India,4G,3,2025,18.0810546875
Assam,JIO,4G,3,2025,6.1318359375
Haryana,JIO,4G,3,2025,81.5078125
Kerala,JIO,4G,3,2025,2.7587890625
Haryana,JIO,4G,3,2025,81.255859375
Rajasthan,JIO,4G,3,2025,2.833984375
Haryana,JIO,4G,3,2025,1.4072265625
Haryana,JIO,4G,3,2025,8.830078125
Bihar,JIO,4G,3,2025,6.4365234375
Bihar,JIO,4G,3,2025,7.6435546875
Andhra Pradesh,JIO,4G,3,2025,8.365234375
UP East,JIO,4G,3,2025,14.9423828125
Maharashtra,JIO,4G,3,2025,14.2587890625
Madhya Pradesh,JIO,4G,3,2025,0.3515625
Gujarat,JIO,4G,3,2025,23.7060546875
Rajasthan,AIRTEL,4G,3,2025,2.02734375
Punjab,AIRTEL,4G,3,2025,42.837890625
Haryana,AIRTEL,4G,3,2025,5.8154296875
Delhi,JIO,4G,3,2025,1.6142578125
Kerala,JIO,4G,3,2025,0.654296875
Haryana,AIRTEL,4G,3,2025,0.673828125
Haryana,JIO,4G,3,2025,43.3359375
Kolkata,Vi India,4G,3,2025,2.2314453125
Rajasthan,AIRTEL,4G,3,2025,1.5009765625
Maharashtra,JIO,4G,3,2025,0.3095703125
Kerala,Vi India,4G,3,2025,10.94921875
UP East,JIO,4G,3,2025,43.267578125
Haryana,JIO,4G,3,2025,3.48828125
Punjab,Vi India,4G,3,2025,3.5244140625
Bihar,JIO,4G,3,2025,8.92578125
Himachal Pradesh,CELLONE,4G,3,2025,10.9462890625
Bihar,JIO,4G,3,2025,8.916015625
Maharashtra,AIRTEL,4G,3,2025,3.66015625
Bihar,JIO,4G,3,2025,80.0888671875
Bihar,JIO,4G,3,2025,80.1025390625
Haryana,AIRTEL,4G,3,2025,59.134765625
Haryana,JIO,4G,3,2025,12.27734375
Haryana,JIO,4G,3,2025,9.59375
Tamil Nadu,JIO,4G,3,2025,15.0126953125
Gujarat,JIO,4G,3,2025,34.3291015625
Haryana,AIRTEL,4G,3,2025,63.4599609375
Haryana,JIO,4G,3,2025,8.7939453125
Haryana,JIO,4G,3,2025,80.0537109375
Haryana,AIRTEL,4G,3,2025,5.9052734375
Rajasthan,JIO,4G,3,2025,8.9306640625
UP West,CELLONE,4G,3,2025,3.8271484375
Maharashtra,JIO,4G,3,2025,0.81640625
Chennai,AIRTEL,4G,3,2025,23.109375
UP East,CELLONE,4G,3,2025,5.2294921875
Maharashtra,CELLONE,3G,3,2025,1.296875
Haryana,JIO,4G,3,2025,43.7822265625
West Bengal,AIRTEL,4G,3,2025,2.04296875
West Bengal,AIRTEL,4G,3,2025,2.2744140625
UP East,AIRTEL,4G,3,2025,24.3056640625
Orissa,AIRTEL,4G,3,2025,1.18359375
Kerala,JIO,4G,3,2025,13.845703125
Assam,JIO,4G,3,2025,6.0673828125
Rajasthan,JIO,4G,3,2025,0.44140625
Haryana,AIRTEL,4G,3,2025,0.18359375
Madhya Pradesh,CELLONE,4G,3,2025,0.7509765625
Rajasthan,JIO,4G,3,2025,1.671875
Karnataka,JIO,4G,3,2025,5.4365234375
Tamil Nadu,JIO,4G,3,2025,24.5966796875
UP East,CELLONE,4G,3,2025,0.5205078125
Bihar,CELLONE,4G,3,2025,0.3603515625
Delhi,JIO,4G,3,2025,16.9296875
West Bengal,JIO,4G,3,2025,8.49609375
Bihar,JIO,4G,3,2025,2.9208984375
Tamil Nadu,CELLONE,3G,3,2025,0.3232421875
UP East,AIRTEL,4G,3,2025,16.6708984375
Haryana,JIO,4G,3,2025,15.228515625
UP East,AIRTEL,4G,3,2025,6.0029296875
Haryana,JIO,4G,3,2025,5.9658203125
Orissa,AIRTEL,4G,3,2025,30.53125
UP East,JIO,4G,3,2025,1.451171875
Tamil Nadu,JIO,4G,3,2025,1.974609375
West Bengal,AIRTEL,4G,3,2025,14.1953125
Haryana,AIRTEL,4G,3,2025,15.4365234375
Haryana,AIRTEL,4G,3,2025,1.7919921875
Andhra Pradesh,Vi India,4G,3,2025,9.2294921875
Madhya Pradesh,CELLONE,4G,3,2025,4.578125
West Bengal,CELLONE,4G,3,2025,7.388671875
Orissa,AIRTEL,4G,3,2025,2.5546875
Orissa,CELLONE,4G,3,2025,2.64453125
Orissa,JIO,4G,3,2025,3.6982421875
Delhi,JIO,4G,3,2025,31.1376953125
Haryana,JIO,4G,3,2025,3.0439453125
Gujarat,AIRTEL,4G,3,2025,8.28125
Punjab,AIRTEL,4G,3,2025,16.8623046875
UP East,AIRTEL,4G,3,2025,0.85546875
Haryana,JIO,4G,3,2025,6.099609375
Haryana,JIO,4G,3,2025,24.1904296875
Andhra Pradesh,AIRTEL,4G,3,2025,12.4443359375
Kerala,Vi India,4G,3,2025,9.7509765625
Kerala,AIRTEL,4G,3,2025,19.5419921875
Maharashtra,AIRTEL,4G,3,2025,1.66796875
Andhra Pradesh,JIO,4G,3,2025,0.0849609375
Andhra Pradesh,Vi India,4G,3,2025,23.89453125
Andhra Pradesh,CELLONE,4G,3,2025,1.4931640625
Haryana,AIRTEL,4G,3,2025,1.224609375
UP East,JIO,4G,3,2025,9.7119140625
Haryana,AIRTEL,4G,3,2025,0.1064453125
Punjab,CELLONE,3G,3,2025,2.916015625
Tamil Nadu,CELLONE,4G,3,2025,11.025390625
Haryana,JIO,4G,3,2025,0.5498046875
Himachal Pradesh,AIRTEL,4G,3,2025,2.3095703125
Haryana,JIO,4G,3,2025,7.869140625
Punjab,AIRTEL,4G,3,2025,10.5634765625
Tamil Nadu,CELLONE,4G,3,2025,4.955078125
Orissa,AIRTEL,4G,3,2025,39.171875
Haryana,AIRTEL,4G,3,2025,0.7490234375
Kerala,JIO,4G,3,2025,13.771484375
Punjab,CELLONE,4G,3,2025,2.248046875
Andhra Pradesh,AIRTEL,4G,3,2025,15.515625
Tamil Nadu,AIRTEL,4G,3,2025,3.96484375
Haryana,JIO,4G,3,2025,14.9208984375
Tamil Nadu,CELLONE,4G,3,2025,5.2021484375
UP East,AIRTEL,4G,3,2025,27.037109375
UP East,AIRTEL,4G,3,2025,11.5966796875
West Bengal,JIO,4G,3,2025,26.9091796875
Himachal Pradesh,CELLONE,4G,3,2025,9.375
Maharashtra,JIO,4G,3,2025,0.0224609375
Assam,JIO,4G,3,2025,9.3603515625
Andhra Pradesh,CELLONE,3G,3,2025,0.2021484375
Haryana,JIO,4G,3,2025,19.634765625
Haryana,JIO,4G,3,2025,40.7919921875
Rajasthan,AIRTEL,4G,3,2025,35.9736328125
Assam,AIRTEL,4G,3,2025,3.3955078125
Kerala,AIRTEL,4G,3,2025,0.9130859375
Haryana,CELLONE,4G,3,2025,4.158203125
Kerala,JIO,4G,3,2025,2.3818359375
UP West,AIRTEL,4G,3,2025,7.1171875
Haryana,AIRTEL,4G,3,2025,0.1923828125
Andhra Pradesh,CELLONE,4G,3,2025,1.1591796875
Andhra Pradesh,AIRTEL,4G,3,2025,1.6005859375
Maharashtra,AIRTEL,4G,3,2025,21.8876953125
Himachal Pradesh,JIO,4G,3,2025,35.841796875
Kerala,AIRTEL,4G,3,2025,1.6630859375
Andhra Pradesh,JIO,4G,3,2025,2.34375
Haryana,JIO,4G,3,2025,5.646484375
Haryana,AIRTEL,4G,3,2025,21.962890625
Andhra Pradesh,JIO,4G,3,2025,20.3427734375
UP East,Vi India,4G,3,2025,0.2470703125
Maharashtra,JIO,4G,3,2025,0.4423828125
UP East,JIO,4G,3,2025,16.505859375
Kolkata,Vi India,4G,3,2025,10.896484375
Kerala,Vi India,4G,3,2025,4.857421875
Kerala,Vi India,4G,3,2025,5.8466796875
North East,Vi India,4G,3,2025,3.240234375
Rajasthan,CELLONE,4G,3,2025,16.9423828125
Haryana,AIRTEL,4G,3,2025,0.1572265625
Maharashtra,AIRTEL,4G,3,2025,17.953125
Punjab,JIO,4G,3,2025,6.263671875
Bihar,Vi India,4G,3,2025,0.0322265625
Orissa,JIO,4G,3,2025,26.1220703125
Haryana,AIRTEL,4G,3,2025,25.9130859375
Haryana,AIRTEL,4G,3,2025,23.0986328125
Haryana,AIRTEL,4G,3,2025,53.1865234375
Haryana,AIRTEL,4G,3,2025,0.27734375
Andhra Pradesh,AIRTEL,4G,3,2025,3.8447265625
Orissa,JIO,4G,3,2025,4.94140625
Himachal Pradesh,JIO,4G,3,2025,2.7861328125
Haryana,JIO,4G,3,2025,3.37890625
UP East,CELLONE,4G,3,2025,0.572265625
Maharashtra,JIO,4G,3,2025,12.552734375
Bihar,CELLONE,4G,3,2025,0.728515625
Himachal Pradesh,CELLONE,4G,3,2025,0.0283203125
UP West,JIO,4G,3,2025,4.0830078125
UP East,AIRTEL,4G,3,2025,4.3828125
Punjab,AIRTEL,4G,3,2025,2.2734375
Rajasthan,JIO,4G,3,2025,27.9248046875
UP East,JIO,4G,3,2025,2.6298828125
Andhra Pradesh,AIRTEL,4G,3,2025,33.2890625
Haryana,AIRTEL,4G,3,2025,21.1572265625
Andhra Pradesh,AIRTEL,4G,3,2025,3.083984375
Haryana,AIRTEL,4G,3,2025,3.45703125
Kolkata,Vi India,4G,3,2025,16.20703125
Haryana,JIO,4G,3,2025,28.0244140625
Kerala,Vi India,4G,3,2025,2.236328125
Maharashtra,JIO,4G,3,2025,15.2294921875
UP West,CELLONE,4G,3,2025,3.7734375
Bihar,Vi India,4G,3,2025,7.7060546875
Tamil Nadu,JIO,4G,3,2025,0.6669921875
Tamil Nadu,JIO,4G,3,2025,11.1015625
Himachal Pradesh,CELLONE,4G,3,2025,0.9287109375
Kerala,JIO,4G,3,2025,0.5439453125
UP East,CELLONE,4G,3,2025,1.123046875
Karnataka,AIRTEL,4G,3,2025,1.130859375
Maharashtra,JIO,4G,3,2025,0.4091796875
Jammu & Kashmir,CELLONE,4G,3,2025,1.6435546875
Rajasthan,CELLONE,4G,3,2025,27.3056640625
Haryana,AIRTEL,4G,3,2025,23.107421875
Delhi,JIO,4G,3,2025,8.7939453125
Orissa,JIO,4G,3,2025,26.18359375
Punjab,AIRTEL,4G,3,2025,64.8466796875
Haryana,AIRTEL,4G,3,2025,54.6845703125
Delhi,Vi India,4G,3,2025,16.3193359375
Haryana,JIO,4G,3,2025,0.7763671875
Andhra Pradesh,AIRTEL,4G,3,2025,73.7138671875
Rajasthan,JIO,4G,3,2025,0.53125
Kerala,JIO,4G,3,2025,0.181640625
Haryana,JIO,4G,3,2025,1.9833984375
Karnataka,AIRTEL,4G,3,2025,0.73046875
Maharashtra,JIO,4G,3,2025,53.8525390625
Haryana,JIO,4G,3,2025,18.39453125
Maharashtra,AIRTEL,4G,3,2025,3.56640625
Haryana,AIRTEL,4G,3,2025,0.1650390625
Delhi,Vi India,4G,3,2025,5.5947265625
Maharashtra,AIRTEL,4G,3,2025,0.9892578125
Gujarat,AIRTEL,4G,3,2025,39.435546875
UP East,JIO,4G,3,2025,44.873046875
Karnataka,JIO,4G,3,2025,16.2275390625
Haryana,AIRTEL,4G,3,2025,10.185546875
Haryana,AIRTEL,4G,3,2025,13.7646484375
Haryana,JIO,4G,3,2025,20.5810546875
Gujarat,Vi India,4G,3,2025,3.4228515625
Kolkata,CELLONE,4G,3,2025,5.44140625
Haryana,AIRTEL,4G,3,2025,1.66015625
Haryana,AIRTEL,4G,3,2025,0.58203125
Delhi,JIO,4G,3,2025,4.51171875
Mumbai,JIO,4G,3,2025,4.654296875
Maharashtra,CELLONE,4G,3,2025,0.87109375
Haryana,JIO,4G,3,2025,0.783203125
Delhi,Vi India,4G,3,2025,6.1142578125
Delhi,AIRTEL,4G,3,2025,21.3349609375
Kerala,Vi India,4G,3,2025,0.8125
Haryana,AIRTEL,4G,3,2025,10.3134765625
UP West,JIO,4G,3,2025,3.88671875
Delhi,JIO,4G,3,2025,0.9501953125
Karnataka,AIRTEL,4G,3,2025,42.6376953125
Himachal Pradesh,CELLONE,4G,3,2025,1.9736328125
Madhya Pradesh,AIRTEL,4G,3,2025,8.60546875
Madhya Pradesh,Vi India,4G,3,2025,1.142578125
Karnataka,AIRTEL,4G,3,2025,0.1669921875
Rajasthan,CELLONE,3G,3,2025,1.0517578125
